species_label, speciations, duplications, losses, transfers, presence, origination, copies, singletons, transfers_to
Node_ProtG30_ProtZ3_0, 1.984, 0.018, 0.04, 0.034, 1, 0, 1.984, 1.945, 0.004
Node_ProtG30_ProtZ5_0, 2.002, 0.013, 0.166, 0.333, 1, 0, 2.002, 1.982, 0.004
Node_ProtG31_ProtG16_0, 1.15, 0.01, 0.019, 0.194, 0.962, 0, 1.15, 1.04, 0.097
Node_ProtG31_ProtG32_0, 2.02, 0.33, 0.035, 0.233, 1, 0, 2.02, 1.218, 0.248
Node_ProtG31_ProtG36_0, 1.343, 0.047, 0.573, 0.367, 0.991, 0, 1.343, 1.202, 0.051
Node_ProtG31_ProtG44_0, 0.662, 0.002, 0.648, 0.195, 0.596, 0, 0.662, 0.505, 0.158
Node_ProtG31_ProtG45_0, 1.818, 0.011, 0.288, 0.167, 0.996, 0, 1.818, 1.723, 0.075
Node_ProtG31_ProtG47_0, 1.062, 0.004, 0.198, 0.161, 0.946, 0, 1.062, 1.04, 0.019
Node_ProtG31_ProtG61_0, 1.237, 0.139, 0.287, 0.15, 0.998, 0, 1.237, 0.919, 0.042
Node_ProtG32_ProtG26_0, 1.378, 0.006, 0.749, 0.382, 0.999, 0, 1.378, 1.23, 0.143
Node_ProtG32_ProtG33_0, 3.099, 1.332, 0.276, 0.995, 1, 0, 3.099, 1.09, 0.023
Node_ProtG32_ProtG37_0, 2.623, 0.198, 0.707, 0.435, 1, 0, 2.623, 2.202, 0.033
Node_ProtG32_ProtG43_0, 1.978, 0.291, 1.027, 0.595, 0.996, 0, 1.978, 1.348, 0.091
Node_ProtG33_ProtG48_0, 1.937, 0.003, 0.766, 0.292, 0.997, 0, 1.937, 1.919, 0.015
Node_ProtG33_ProtG67_0, 2.685, 0.021, 0.463, 0.759, 0.999, 0, 2.685, 2.628, 0.028
Node_ProtG33_ProtG7_0, 1.021, 0.003, 1.019, 0.1, 1, 0, 1.021, 0.92, 0.1
Node_ProtG35_ProtG81_0, 1.128, 0.011, 0.054, 0.367, 0.98, 0, 1.128, 1.065, 0.047
Node_ProtG36_ProtG20_0, 0.758, 0, 0.059, 0.016, 0.621, 0, 0.758, 0.542, 0.217
Node_ProtG36_ProtG24_0, 0.597, 0, 0.179, 0.078, 0.503, 0, 0.597, 0.582, 0.016
Node_ProtG36_ProtG38_0, 0.76, 0.003, 0.672, 0.175, 0.587, 0, 0.76, 0.672, 0.086
Node_ProtG36_ProtG65_0, 0.6, 0, 0.043, 0.026, 0.499, 0, 0.6, 0.558, 0.046
Node_ProtG37_ProtG41_0, 1.415, 0.237, 0.034, 0.052, 1, 0, 1.415, 0.92, 0.025
Node_ProtG37_ProtG51_0, 1.277, 0.005, 0.158, 0.139, 1, 0, 1.277, 1.256, 0.015
Node_ProtG37_ProtG53_0, 1.933, 0.14, 0.858, 0.365, 1, 0, 1.933, 1.652, 0.028
Node_ProtG37_ProtG8_0, 1.187, 0.01, 0.772, 0.098, 1, 0, 1.187, 1.154, 0.016
